fall_term,campus,atp_code,cds_code,high_school,city,county,cde_district,zip,lat,lon,charter,applicants,admits,enrollees,admit_rate,yield_rate,applicant_gpa,admit_gpa,enrollee_gpa,adm_african_american,adm_american_indian,adm_asian,adm_domestic_unknown,adm_hispanic_latinx,adm_int_l,adm_pacific_islander,adm_white,app_african_american,app_american_indian,app_asian,app_domestic_unknown,app_hispanic_latinx,app_int_l,app_pacific_islander,app_white,enr_african_american,enr_american_indian,enr_asian,enr_domestic_unknown,enr_hispanic_latinx,enr_int_l,enr_pacific_islander,enr_white,school_type,match_method,cohort_students,graduates,grad_rate,ag_completers,ag_completion_rate,hs_completers,college_going_rate,enrolled_uc,enrolled_csu,enrolled_ccc,enrolled_in_state_private,enrolled_out_of_state,enrollment_k12,frpm_count,frpm_pct,caaspp_ela_mean_score,caaspp_mathematics_mean_score,caaspp_ela_pct_met,caaspp_mathematics_pct_met,expected_admit_rate,admit_rate_residual,peer_cohort_students,peer_ag_completers,peer_applicants,peer_admits,peer_enrollees
2016,Irvine,50290,1611430131177.0,BERKELEY HIGH SCHOOL,Berkeley,Alameda,Berkeley Unified,94704-1463,37.868913,-122.2712,N,119.0,32.0,,0.2689075630252101,,3.980076046,4.169769231,4.058888889,,,10.0,,8.0,,,13.0,8.0,,34.0,,25.0,,,47.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,747.0,75.4,162.0,90.0,169.0,18.0,124.0,3113.0,861.0,0.2765820751686476,2625.3,2602.3,67.0,44.0,,,,,,,
2016,Irvine,53082,43694014330866.0,BRANHAM HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95118-2201,37.254576,-121.89957,N,35.0,16.0,,0.4571428571428571,,4.003266667,4.197241379,4.1,,,7.0,,,,,6.0,,,15.0,,6.0,,,11.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,283.0,69.3,31.0,32.0,96.0,12.0,25.0,1514.0,178.0,0.1175693527080581,2649.0,2620.5,75.0,50.0,,,,,,,
2016,Irvine,50410,41690474130472.0,BURLINGAME HIGH SCHOOL,Burlingame,San Mateo,San Mateo Union High,94010-2708,37.58202,-122.3486,N,68.0,17.0,,0.25,,3.926326531,4.2236,,,,7.0,,,,,6.0,,,24.0,,8.0,,,32.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,298.0,86.6,30.0,42.0,70.0,32.0,84.0,1339.0,81.0,0.0604929051530993,2678.9,2656.5,85.0,63.0,,,,,,,
2016,Irvine,53229,7618040730051.0,CALIFORNIA HIGH SCHOOL,San Ramon,Contra Costa,San Ramon Valley Unified,94583-2942,37.747296,-121.94758,N,133.0,52.0,7.0,0.3909774436090225,0.1346153846153846,3.940747664,4.184901961,4.14625,,,34.0,,,,,14.0,7.0,,75.0,7.0,,,,38.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,604.0,84.6,83.0,93.0,164.0,33.0,138.0,2667.0,131.0,0.0491188601424821,2675.6,2674.3,87.0,70.0,,,,,,,
2016,Irvine,50435,28662412831758.0,CALISTOGA JUNIOR SENIOR HIGH SCHOOL,Calistoga,Napa,Calistoga Joint Unified,94515-1359,38.584001,-122.58126,N,8.0,,,,,3.616363636,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,57.0,64.9,8.0,9.0,17.0,0.0,3.0,351.0,175.0,0.4985754985754986,2633.5,2561.6,73.0,29.0,,,,,,,
2016,Irvine,52058,7616300731125.0,CAMPOLINDO HIGH SCHOOL,Moraga,Contra Costa,Acalanes Union High,94556-2402,37.863519,-122.12464,N,53.0,15.0,,0.2830188679245283,,4.02261194,4.144,4.12,,,10.0,,,,,3.0,,,29.0,,,,,21.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,298.0,89.3,52.0,28.0,47.0,15.0,124.0,1300.0,27.0,0.0207692307692307,2677.5,2697.4,86.0,74.0,,,,,,,
2016,Irvine,52810,41690474130738.0,CAPUCHINO HIGH SCHOOL,San Bruno,San Mateo,San Mateo Union High,94066-5451,37.609938,-122.40628,N,27.0,7.0,,0.2592592592592592,,4.058857143,,,,,4.0,,,,,,,,14.0,,7.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,256.0,81.3,26.0,48.0,106.0,14.0,14.0,1127.0,239.0,0.2120674356699201,2631.8,2604.9,73.0,41.0,,,,,,,
2016,Irvine,50270,41690624130993.0,CARLMONT HIGH SCHOOL,Belmont,San Mateo,Sequoia Union High,94002-3585,37.507579,-122.28908,N,112.0,45.0,6.0,0.4017857142857143,0.1333333333333333,3.991728814,4.196875,4.094444444,,,28.0,5.0,,,,10.0,5.0,,49.0,7.0,8.0,,,39.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,487.0,82.1,106.0,70.0,117.0,26.0,81.0,2147.0,229.0,0.1066604564508616,2667.7,2667.7,81.0,63.0,,,,,,,
2016,Irvine,52448,49708624930012.0,CASA GRANDE HIGH SCHOOL,Petaluma,Sonoma,Petaluma Joint Union High,94954-5706,38.237149,-122.60173,N,30.0,13.0,,0.4333333333333333,,3.99675,4.106666667,,,,5.0,,,,,6.0,,,8.0,,7.0,,,14.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,369.0,84.8,26.0,69.0,178.0,8.0,32.0,1683.0,646.0,0.3838383838383838,2638.2,2608.9,77.0,41.0,,,,,,,
2016,Irvine,50500,1611500132225.0,CASTRO VALLEY HIGH SCHOOL,Castro Valley,Alameda,Castro Valley Unified,94546-3400,37.705184,-122.07847,N,143.0,57.0,11.0,0.3986013986013986,0.1929824561403508,3.922961373,4.208032787,4.201,3.0,,41.0,3.0,,,,7.0,8.0,,97.0,6.0,6.0,,,24.0,,,6.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,684.0,83.2,96.0,120.0,266.0,29.0,58.0,2917.0,593.0,0.2032910524511484,2638.4,2626.9,73.0,51.0,,,,,,,
2016,Irvine,54364,43694840118380.0,CHRISTOPHER HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-9324,37.038444,-121.60013,N,39.0,13.0,,0.3333333333333333,,3.956578947,4.274285714,,,,,,8.0,,,3.0,,,11.0,,19.0,,,9.0,,,,,,,,,High Schools (Public),name_city,,,,,,447.0,78.1,25.0,66.0,222.0,20.0,16.0,1833.0,752.0,0.4102564102564102,2597.6,2569.2,59.0,31.0,,,,,,,
2016,Irvine,54047,38684780107300.0,CITY ARTS AND LEADERSHIP ACADEMY,San Francisco,San Francisco,San Francisco Unified,94112-3248,37.721751,-122.44486,Y,9.0,,,,,3.925384615,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,79.0,81.0,7.0,32.0,16.0,3.0,6.0,340.0,250.0,0.7352941176470589,2564.3,2531.8,43.0,20.0,,,,,,,
2016,Irvine,50658,7100740731380.0,CLAYTON VALLEY CHARTER HIGH SCHOOL,Concord,Contra Costa,Contra Costa County Office of Education,94521-3799,37.950133,-121.96702,Y,39.0,19.0,5.0,0.4871794871794871,0.2631578947368421,3.999765625,4.249210526,4.196,,,5.0,,3.0,,,10.0,,,11.0,,9.0,,,16.0,,,,,,,,4.0,High Schools (Public),name_city,,,,,,446.0,80.5,37.0,65.0,201.0,13.0,43.0,1984.0,353.0,0.1779233870967742,2645.7,2588.1,78.0,39.0,,,,,,,
2016,Irvine,54412,1612590112797.0,COLISEUM COLLEGE PREP ACADEMY,Oakland,Alameda,Oakland Unified,94621-3506,37.761975,-122.19337,N,7.0,,,,,3.81,4.254,,,,,,,,,,,,,,7.0,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,,,,,,53.0,90.6,15.0,14.0,10.0,4.0,5.0,482.0,461.0,0.9564315352697096,2562.4,2536.1,47.0,27.0,,,,,,,
2016,Irvine,50659,7617540731646.0,COLLEGE PARK HIGH SCHOOL,Pleasant Hill,Contra Costa,Mt. Diablo Unified,94523-1809,37.965869,-122.07185,N,29.0,17.0,,0.5862068965517241,,4.010697674,4.255714286,,,,4.0,,,,,11.0,,,8.0,,,,,17.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,423.0,79.9,25.0,51.0,206.0,13.0,43.0,2013.0,435.0,0.2160953800298062,2610.3,2641.9,65.0,58.0,,,,,,,
2016,Irvine,50657,7617540731836.0,CONCORD HIGH SCHOOL,Concord,Contra Costa,Mt. Diablo Unified,94521-1059,37.976475,-121.9886,N,9.0,,,,,3.86875,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,300.0,70.3,15.0,36.0,138.0,4.0,18.0,1555.0,730.0,0.4694533762057878,2573.9,2576.0,50.0,34.0,,,,,,,
2016,Irvine,50718,43694684331799.0,CUPERTINO HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-3411,37.319663,-122.01041,N,231.0,95.0,6.0,0.4112554112554112,0.0631578947368421,4.038870432,4.233977273,4.169166667,,,82.0,3.0,,,,6.0,,,179.0,14.0,,6.0,,25.0,,,6.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,508.0,84.3,129.0,67.0,131.0,25.0,76.0,2245.0,190.0,0.0846325167037861,2682.1,2721.2,85.0,83.0,,,,,,,
2016,Irvine,52625,7617960732164.0,DE ANZA HIGH SCHOOL,Richmond,Contra Costa,West Contra Costa Unified,94803-2599,37.967737,-122.28509,N,16.0,6.0,,0.375,,3.7184,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,279.0,68.8,20.0,35.0,128.0,3.0,6.0,1329.0,905.0,0.6809631301730624,2540.1,2486.9,38.0,10.0,,,,,,,
2016,Irvine,50109,7616480730465.0,DEER VALLEY HIGH SCHOOL,Antioch,Contra Costa,Antioch Unified,94531-8486,37.96573,-121.77968,N,26.0,9.0,,0.3461538461538461,,3.628333333,,,,,5.0,,,,,,6.0,,9.0,,6.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,561.0,74.2,25.0,37.0,314.0,11.0,29.0,2431.0,1319.0,0.5425750719868367,2578.8,2531.6,49.0,20.0,,,,,,,
2016,Irvine,53083,43694014331955.0,DEL MAR HIGH SCHOOL,San Jose,Santa Clara,Campbell Union High,95128-3529,37.303262,-121.9303,N,21.0,14.0,4.0,0.6666666666666666,0.2857142857142857,3.9675,,,,,8.0,,3.0,,,,,,8.0,,7.0,,,,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,213.0,68.5,21.0,17.0,94.0,4.0,10.0,1167.0,473.0,0.4053127677806341,2621.4,2566.6,68.0,28.0,,,,,,,
2016,Irvine,50755,48705324832259.0,DIXON HIGH SCHOOL,Dixon,Solano,Dixon Unified,95620-9301,38.436088,-121.81672,N,16.0,3.0,,0.1875,,3.948666667,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,222.0,72.5,13.0,35.0,92.0,4.0,17.0,1124.0,521.0,0.4635231316725978,2598.2,2585.0,59.0,38.0,,,,,,,
2016,Irvine,53218,7618040113118.0,DOUGHERTY VALLEY HIGH SCHOOL,San Ramon,Contra Costa,San Ramon Valley Unified,94582-2901,37.767646,-121.90229,N,286.0,95.0,5.0,0.3321678321678322,0.0526315789473684,3.867808442,4.204563107,4.2009375,,,87.0,3.0,,,,,,,244.0,12.0,7.0,,,15.0,,,5.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,587.0,88.4,143.0,71.0,120.0,49.0,136.0,2759.0,145.0,0.0525552736498731,2710.3,2725.8,92.0,82.0,,,,,,,
2016,Irvine,53164,43696660129718.0,DOWNTOWN COLG PREP EL PRIMERO,San Jose,Santa Clara,,,,,,9.0,,,,,3.7735,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,uc_directory_atp,,,,,,,,,,,,,214.0,184.0,0.8598130841121495,,,,,,,,,,,
2016,Irvine,54355,7616480117218.0,DOZIER-LIBBEY MEDICAL HIGH SCH,Antioch,Contra Costa,Antioch Unified,94531-8680,37.94807,-121.76817,N,19.0,4.0,3.0,0.2105263157894736,0.75,3.909230769,4.216666667,,,,,,,,,,,,6.0,,,,,,,,,,,,,,Alternative Schools of Choice,uc_directory_atp,,,,,,137.0,84.7,15.0,28.0,59.0,2.0,12.0,685.0,359.0,0.5240875912408759,2650.1,2583.9,78.0,36.0,,,,,,,
2016,Irvine,51228,43694840114496.0,DR TJ OWENS GILROY EARLY COLG,Gilroy,Santa Clara,Gilroy Unified,95020,36.968352,-121.56335,N,11.0,3.0,,0.2727272727272727,,3.860930233,4.203846154,4.224285714,,,,,,,,,,,,,5.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,40.0,92.5,7.0,11.0,11.0,2.0,6.0,255.0,85.0,0.3333333333333333,2706.4,2679.8,98.0,71.0,,,,,,,
2016,Irvine,50784,1750930132704.0,DUBLIN HIGH SCHOOL,Dublin,Alameda,Dublin Unified,94568-1656,37.720996,-121.92639,N,102.0,49.0,6.0,0.4803921568627451,0.1224489795918367,3.893893805,4.173875,4.087,,,41.0,,,,,5.0,6.0,,76.0,,,,,13.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,476.0,83.8,64.0,84.0,156.0,20.0,75.0,2273.0,206.0,0.0906291245050593,2672.1,2661.3,85.0,62.0,,,,,,,
2016,Irvine,52022,41690620126722.0,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Sequoia Union High,94303,37.463305,-122.13124,Y,5.0,,,,,3.67125,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),name_city,,,,,,62.0,61.3,5.0,7.0,21.0,1.0,4.0,309.0,245.0,0.7928802588996764,2529.3,2482.1,31.0,4.0,,,,,,,
2016,Irvine,53413,41690704132551.0,EL CAMINO HIGH,South San Francisco,San Mateo,South San Francisco Unified,94080-1214,37.66481,-122.44354,N,32.0,13.0,,0.40625,,3.983114754,4.19,4.19,,,10.0,,3.0,,,,,,21.0,,8.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,300.0,86.3,22.0,66.0,151.0,17.0,3.0,1387.0,340.0,0.2451333813987022,2608.3,2593.2,59.0,39.0,,,,,,,
2016,Irvine,50815,7617960732941.0,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,West Contra Costa Unified,94530-3299,37.906601,-122.29484,N,44.0,21.0,4.0,0.4772727272727273,0.1904761904761904,3.925238095,4.252,,,,16.0,,4.0,,,,,,27.0,,8.0,,,5.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,293.0,79.5,47.0,22.0,133.0,7.0,24.0,1429.0,730.0,0.5108467459762072,2584.2,2554.6,55.0,30.0,,,,,,,
2016,Irvine,53316,49709204930160.0,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Santa Rosa High,95407-7713,38.401892,-122.73463,N,8.0,3.0,,0.375,,3.80625,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,162.0,62.3,2.0,16.0,82.0,1.0,0.0,1025.0,670.0,0.6536585365853659,2560.5,2539.2,44.0,14.0,,,,,,,
2016,Irvine,50015,,ENCINAL HIGH SCHOOL,Alameda,Alameda,,,,,,26.0,13.0,,0.5,,3.989285714,4.277142857,,,,7.0,,,,,3.0,6.0,,14.0,,,,,5.0,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Irvine,54285,1100170112607.0,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Alameda County Office of Education,94612-3355,37.80452,-122.26815,Y,10.0,4.0,,0.4,,,,,,,,,3.0,,,,,,,,7.0,,,,,,,,,,,,K-12 Schools (Public),uc_directory_atp,,,,,,81.0,76.5,6.0,33.0,14.0,3.0,6.0,407.0,274.0,0.6732186732186732,2543.4,2487.1,38.0,8.0,,,,,,,
2016,Irvine,54429,,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,,,,,,16.0,3.0,,0.1875,,,,,,,,,,,,,,,7.0,,6.0,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Irvine,53169,43694274330692.0,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95148-3122,37.325201,-121.77866,N,253.0,87.0,11.0,0.3438735177865613,0.1264367816091954,3.860598291,4.179777778,4.122,,,73.0,8.0,4.0,,,,,,218.0,13.0,14.0,,,5.0,,,10.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,648.0,88.1,139.0,63.0,298.0,34.0,37.0,2809.0,477.0,0.1698113207547169,2649.9,2653.8,75.0,60.0,,,,,,,
2016,Irvine,50911,48705404833000.0,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Fairfield-Suisun Unified,94533-1626,38.276688,-122.03104,N,13.0,5.0,,0.3846153846153846,,3.746,,,,,3.0,,,,,,,,6.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,245.0,59.6,16.0,19.0,105.0,1.0,5.0,1443.0,925.0,0.6410256410256411,2597.5,2553.3,59.0,24.0,,,,,,,
2016,Irvine,52497,1751010130096.0,FOOTHILL HIGH SCHOOL,Pleasanton,Alameda,Pleasanton Unified,94588-9799,37.671579,-121.91994,N,112.0,36.0,5.0,0.3214285714285714,0.1388888888888889,3.923280632,4.150952381,4.1175,,,23.0,5.0,,,,5.0,7.0,,66.0,8.0,,,,26.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,475.0,84.0,69.0,68.0,141.0,35.0,86.0,2085.0,105.0,0.0503597122302158,2670.2,2657.7,80.0,61.0,,,,,,,
2016,Irvine,50372,7617210730457.0,FREEDOM HIGH SCHOOL,Oakley,Contra Costa,Liberty Union High,94561-3843,37.969082,-121.71575,N,23.0,15.0,,0.6521739130434783,,3.9135,4.225714286,,,,5.0,,4.0,,,4.0,,,5.0,,9.0,,,6.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,560.0,69.5,20.0,60.0,258.0,12.0,39.0,2624.0,925.0,0.352515243902439,2571.1,2541.9,47.0,20.0,,,,,,,
2016,Irvine,53460,43694684332474.0,FREMONT HIGH SCHOOL,Sunnyvale,Santa Clara,Fremont Union High,94087-2556,37.352616,-122.035,N,68.0,27.0,,0.3970588235294117,,4.021118881,4.23,,,,20.0,,3.0,,,3.0,,,43.0,,9.0,,,11.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,423.0,74.2,47.0,51.0,180.0,20.0,16.0,1965.0,696.0,0.3541984732824427,2610.3,2590.9,60.0,43.0,,,,,,,
2016,Irvine,52945,38684783831765.0,GALILEO ACAD OF SCIENCE & TECH,San Francisco,San Francisco,San Francisco Unified,94109-1004,37.803401,-122.42408,N,135.0,27.0,9.0,0.2,0.3333333333333333,3.879858156,4.109672131,4.008235294,,,27.0,,,,,,,,127.0,,,,,,,,9.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,411.0,80.3,77.0,101.0,129.0,13.0,10.0,1890.0,1443.0,0.7634920634920634,2629.2,2631.4,75.0,53.0,,,,,,,
2016,Irvine,52947,38684783830437.0,GATEWAY HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94115-3510,37.783129,-122.43773,Y,18.0,6.0,,0.3333333333333333,,3.988571429,,,,,3.0,,,,,,,,7.0,,5.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,118.0,90.7,21.0,28.0,36.0,3.0,19.0,482.0,192.0,0.3983402489626556,2622.9,2581.1,74.0,33.0,,,,,,,
2016,Irvine,52950,38684783839081.0,GEORGE WASHINGTON HIGH SCHOOL,San Francisco,San Francisco,San Francisco Unified,94121-2733,37.777781,-122.49203,N,162.0,38.0,7.0,0.2345679012345679,0.1842105263157894,3.924433962,4.17,4.09125,,,31.0,,3.0,,,3.0,,,139.0,7.0,7.0,,,7.0,,,7.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,483.0,84.9,89.0,106.0,194.0,9.0,12.0,2054.0,1278.0,0.6222005842259006,2627.0,2618.8,73.0,50.0,,,,,,,
2016,Irvine,51040,43694844332839.0,GILROY HIGH SCHOOL,Gilroy,Santa Clara,Gilroy Unified,95020-6333,36.997203,-121.57599,N,7.0,3.0,,0.4285714285714285,,3.894814815,4.126666667,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,260.0,68.1,9.0,20.0,140.0,4.0,4.0,1501.0,922.0,0.6142571618920719,2518.6,2519.1,29.0,14.0,,,,,,,
2016,Irvine,51423,1612000133397.0,GRANADA HIGH SCHOOL,Livermore,Alameda,Livermore Valley Joint Unified,94550-4066,37.675206,-121.78984,N,49.0,23.0,4.0,0.4693877551020408,0.1739130434782608,4.025090909,4.22375,,,,12.0,,3.0,,,8.0,,,21.0,,9.0,,,16.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,463.0,84.7,41.0,59.0,213.0,24.0,55.0,2059.0,310.0,0.1505585235551238,2648.9,2631.5,77.0,51.0,,,,,,,
2016,Irvine,51120,41688904132817.0,HALF MOON BAY HIGH SCHOOL,Half Moon Bay,San Mateo,Cabrillo Unified,94019,37.473215,-122.42846,N,31.0,17.0,,0.5483870967741935,,4.032571429,4.278333333,,,,,,6.0,,,9.0,,,,,10.0,,,15.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,245.0,76.3,28.0,33.0,86.0,6.0,34.0,1020.0,355.0,0.3480392156862745,2578.6,2556.0,52.0,34.0,,,,,,,
2016,Irvine,51150,1611920133629.0,HAYWARD HIGH SCHOOL,Hayward,Alameda,Hayward Unified,94541-5314,37.672677,-122.06992,N,16.0,7.0,,0.4375,,3.646315789,,,,,3.0,,,,,,,,7.0,,5.0,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,300.0,64.0,19.0,32.0,120.0,9.0,12.0,1580.0,1188.0,0.7518987341772152,2578.3,2529.5,49.0,18.0,,,,,,,
2016,Irvine,51160,49753904932554.0,HEALDSBURG HIGH SCHOOL,Healdsburg,Sonoma,Healdsburg Unified,95448-3449,38.621437,-122.86803,N,7.0,,,,,3.925,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,135.0,73.3,7.0,17.0,61.0,1.0,13.0,616.0,240.0,0.3896103896103896,2577.1,2564.3,49.0,26.0,,,,,,,
2016,Irvine,52347,43696414332904.0,HENRY M GUNN SENIOR HIGH SCHL,Palo Alto,Santa Clara,Palo Alto Unified,94306-3827,37.399966,-122.13179,N,201.0,66.0,7.0,0.3283582089552239,0.106060606060606,4.020977444,4.233962264,4.166666667,,,37.0,11.0,,4.0,,13.0,,,123.0,24.0,7.0,5.0,,41.0,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,474.0,82.1,83.0,27.0,52.0,56.0,171.0,1939.0,114.0,0.0587931923671995,2683.2,2744.8,78.0,81.0,,,,,,,
2016,Irvine,53088,43696664330080.0,HENRY T GUNDERSON HIGH SCHOOL,San Jose,Santa Clara,San Jose Unified,95136-2830,37.258238,-121.85269,N,16.0,11.0,3.0,0.6875,0.2727272727272727,3.945238095,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,207.0,75.4,22.0,25.0,98.0,4.0,7.0,1107.0,599.0,0.5411020776874436,2576.1,2527.0,48.0,17.0,,,,,,,
2016,Irvine,51206,7617960730598.0,HERCULES HIGH SCHOOL,Hercules,Contra Costa,West Contra Costa Unified,94547-1554,37.99974,-122.25197,N,44.0,12.0,4.0,0.2727272727272727,0.3333333333333333,3.908888889,4.216,,,,10.0,,,,,,12.0,,26.0,,,,,,,,3.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,242.0,78.5,38.0,24.0,112.0,5.0,11.0,980.0,414.0,0.4224489795918367,2607.6,2543.3,62.0,29.0,,,,,,,
2016,Irvine,50386,7617210107797.0,HERITAGE HIGH SCHOOL,Brentwood,Contra Costa,Liberty Union High,94513-4604,37.925177,-121.75251,N,47.0,18.0,3.0,0.3829787234042553,0.1666666666666666,3.832641509,4.192307692,,,,6.0,,3.0,,,6.0,10.0,,14.0,,6.0,,,13.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,577.0,77.8,31.0,73.0,238.0,24.0,83.0,2561.0,382.0,0.1491604841858649,2642.5,2601.6,79.0,44.0,,,,,,,
2016,Irvine,53165,41690474133070.0,HILLSDALE HIGH SCHOOL,San Mateo,San Mateo,San Mateo Union High,94403-3800,37.532228,-122.31511,N,52.0,20.0,3.0,0.3846153846153846,0.15,4.02,4.2235,,,,12.0,,3.0,,,5.0,,,30.0,,8.0,,,13.0,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,303.0,81.8,37.0,32.0,130.0,21.0,28.0,1375.0,163.0,0.1185454545454545,2612.7,2611.4,62.0,46.0,,,,,,,
2016,Irvine,53462,43694684333316.0,HOMESTEAD HIGH SCHOOL,Cupertino,Santa Clara,Fremont Union High,95014-0203,37.3366,-122.04887,N,208.0,87.0,7.0,0.4182692307692308,0.0804597701149425,4.041678082,4.22828125,4.131875,,,60.0,7.0,,,,17.0,,,141.0,9.0,8.0,,,43.0,,,4.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,577.0,84.1,136.0,50.0,161.0,27.0,111.0,2368.0,349.0,0.1473817567567567,2679.3,2698.0,83.0,71.0,,,,,,,
2016,Irvine,54255,1611920137646.0,IMPACT ACAD ARTS/TECHNOLOGY,Hayward,Alameda,Hayward Unified,94545-3451,37.63089,-122.10291,Y,23.0,5.0,,0.217391304347826,,3.912631579,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,K-12 Schools (Public),fuzzy_name_city,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Irvine,53087,43694274330031.0,INDEPENDENCE HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95133-1703,37.370953,-121.85602,N,115.0,42.0,9.0,0.3652173913043478,0.2142857142857142,3.952051282,4.2275,,,,38.0,,4.0,,,,,,103.0,,11.0,,,,,,9.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,635.0,75.6,59.0,91.0,307.0,15.0,8.0,2968.0,1547.0,0.5212264150943396,2603.2,2575.6,60.0,36.0,,,,,,,
2016,Irvine,52956,,INTERNATIONAL STUDIES ACADEMY,San Francisco,San Francisco,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmatched,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Irvine,50968,1611760134270.0,IRVINGTON HIGH SCHOOL,Fremont,Alameda,Fremont Unified,94538-3353,37.522654,-121.96902,N,214.0,73.0,10.0,0.3411214953271028,0.136986301369863,3.918621701,4.151186441,4.071428571,,,59.0,7.0,,,,3.0,,,179.0,14.0,,,,13.0,,,8.0,,,,,,High Schools (Public),uc_directory_atp,,,,,,522.0,87.2,134.0,61.0,185.0,23.0,52.0,2253.0,360.0,0.1597869507323568,2654.6,2688.6,76.0,68.0,,,,,,,
2016,Irvine,53090,43694274333639.0,JAMES LICK HIGH SCHOOL,San Jose,Santa Clara,East Side Union High,95127-1933,37.368046,-121.83009,N,6.0,3.0,,0.5,,3.811111111,,,,,,,,,,,,,,,,,,,,,,,,,,,High Schools (Public),uc_directory_atp,,,,,,203.0,70.4,9.0,21.0,105.0,7.0,1.0,1137.0,859.0,0.7554969217238346,2569.6,2526.9,47.0,16.0,,,,,,,
